Srednia z zapisu 10 elementow:
0.0001428

Srednia z odczytu 10 elementow:
7.54e-05

Srednia z zapisu 100 elementow:
0.0001592

Srednia z odczytu 100 elementow:
0.0001032

Srednia z zapisu 1000 elementow:
0.0002064

Srednia z odczytu 1000 elementow:
0.000119

Srednia z zapisu 10000 elementow:
0.0003708

Srednia z odczytu 10000 elementow:
0.0002116

Srednia z zapisu 100000 elementow:
0.00057

Srednia z odczytu 100000 elementow:
0.0002125

Srednia z zapisu 1000000 elementow:
0.0010881

Srednia z odczytu 1000000 elementow:
0.0002777

